material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Steel - Stainless, Type 304;14.4;1400.0;1264.647;32;44;temp;temp;temp;temp;474.931;150.889;444.537;277.014
Platinum;71.5;1768.0;1473.452;2;4;flu;temp;flu;temp;-128.634;-23.307;-7047.526;1713.836
Aluminum - Silumin;164.0;577.0;53.002;37;12;flu;temp;flu;flu;367.092;-20.789;-3339.167;-1509.046
Cupronickel;29.0;1200.0;554.636;43;9;flu;flu;flu;flu;-8600.136;-7190.962;2831.035;6118.876
Palladium;75.5;1554.0;1120.077;19;43;flu;temp;flu;flu;4249.553;1531.537;2380.174;-3667.115
Aluminum alloy 360;150.0;575.0;453.78;11;1;flu;temp;flu;temp;2315.212;316.007;-4046.517;-131.595
Silicon;168.0;1414.0;1022.797;42;21;flu;flu;flu;temp;3792.067;4013.497;7384.967;1307.298
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;718.328;25;36;flu;temp;flu;flu;2136.071;-130.437;-4081.174;-6714.073
Steel - Stainless, Type 347;14.3;1400.0;738.877;30;47;temp;temp;flu;temp;1027.358;-121.785;4670.486;1106.056
Cadmium;97.5;321.0;-26.191;24;33;temp;temp;temp;temp;208.7;280.769;61.033;39.844
Antimony;25.5;631.0;600.432;2;12;temp;flu;temp;temp;87.695;-8919.684;566.607;527.082
Solder 50-50;50.0;183.0;-167.815;26;31;flu;temp;temp;flu;5742.947;168.028;-108.972;-6891.718
Aluminum alloy 360;150.0;575.0;196.621;49;20;flu;flu;flu;flu;485.693;-5808.955;-2114.08;3066.71
Copper - Brass (Yellow Brass);111.0;920.0;552.011;21;4;flu;temp;flu;temp;-3015.998;561.48;-8483.976;-21.943
Silicon;168.0;1414.0;1323.376;20;47;temp;flu;flu;flu;816.387;-3377.127;766.491;-851.563
Aluminum bronze;70.0;1027.0;681.666;36;16;temp;flu;temp;temp;908.422;-9110.466;883.552;43.213
Cadmium;97.5;321.0;-190.294;40;3;flu;flu;temp;flu;4659.603;-2408.125;3.784;-334.922
Rhodium;151.0;1964.0;67.462;42;18;flu;flu;flu;temp;-8499.325;290.008;-5699.688;150.083
Steel - Carbon, 1% C;43.0;1470.0;301.715;46;21;flu;flu;flu;flu;1823.958;8274.318;-5540.52;-1101.109
Hafnium;23.3;2233.0;1053.742;39;19;temp;flu;temp;flu;1971.221;1779.659;1619.982;-8798.813
Lithium;79.2;180.0;-182.865;7;13;temp;flu;temp;flu;-56.93;847.638;145.851;446.946
Hafnium;23.3;2233.0;1012.049;47;40;temp;temp;flu;flu;248.505;457.01;4214.806;-7091.625
Copper - Phosphor bronze;50.0;900.0;134.859;9;38;temp;flu;temp;temp;648.501;-8429.518;297.48;881.689
Silver;428.0;961.0;721.922;1;43;temp;temp;temp;temp;382.662;940.747;913.321;202.757
Aluminum alloy 360;150.0;575.0;310.168;20;48;flu;flu;temp;flu;4552.852;5988.874;70.17;1424.471
Rhenium;48.6;3180.0;2850.354;1;43;flu;temp;flu;flu;2178.615;2781.908;-8249.236;8010.485
Copper - Brass (Yellow Brass);111.0;920.0;-3.426;40;4;flu;temp;temp;temp;2890.32;847.312;40.872;417.11
Magnesium;157.0;650.0;465.361;12;46;temp;temp;flu;flu;-10.835;22.34;3384.908;-6371.863
Germanium;66.7;938.0;214.428;11;32;flu;flu;temp;flu;9838.439;7340.099;683.428;2891.18
Uranium;27.0;1132.0;645.222;0;18;flu;temp;flu;flu;2927.001;32.652;625.458;-2022.436
Boron;31.7;2076.0;954.993;20;19;flu;flu;temp;temp;-4244.491;8942.679;1684.823;-34.9
Cobalt;104.0;1495.0;-135.482;13;48;flu;flu;temp;flu;9207.864;777.204;1480.734;2078.275
Cadmium;97.5;321.0;-11.265;24;8;temp;temp;flu;flu;-13.449;-123.03;-7545.331;-7136.169
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;677.659;19;20;flu;temp;temp;flu;-1014.513;907.892;1057.168;-5628.275
Iridium;148.0;2446.0;1640.589;39;41;temp;flu;flu;temp;509.884;8438.911;-8382.18;1455.183
Steel - Tungsten, 1% W;66.0;1450.0;640.247;35;30;flu;flu;flu;temp;-4413.4;-7806.092;3614.171;642.029
Rhenium;48.6;3180.0;727.322;34;37;temp;temp;flu;temp;1397.194;1305.343;6004.875;542.421
Magnesium alloy AZ31B;100.0;620.0;-15.605;11;23;temp;flu;temp;temp;599.684;4714.454;523.862;-39.271
Antimony;25.5;631.0;375.531;35;33;flu;temp;flu;temp;3021.156;227.65;-5563.149;219.76
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1314.295;12;18;temp;temp;flu;flu;580.931;755.685;-4632.307;2264.851
Osmium;61.0;3033.0;1698.228;19;40;flu;temp;temp;temp;-1459.182;1031.352;241.074;1162.256
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;442.61;44;32;flu;flu;temp;temp;-4446.754;-5256.372;372.036;315.659
Tantalum;57.4;3017.0;531.603;36;17;flu;flu;flu;temp;-1464.203;7116.566;3697.751;2490.141
Copper - Admiralty Brass;111.0;900.0;880.627;0;26;flu;temp;temp;flu;-165.263;1.839;647.451;-7681.121
Hastelloy C;12.0;1390.0;76.249;22;40;temp;flu;temp;temp;164.963;3443.988;-187.187;-75.444
Silver;428.0;961.0;719.975;29;17;flu;flu;flu;temp;-9615.457;9269.513;8225.215;259.83
Steel - Nickel Chrome, 80% Ni, 15% Cr;17.0;1400.0;822.003;45;15;flu;flu;temp;temp;-9582.657;369.473;660.095;247.484
Vanadium;31.3;1910.0;464.702;6;30;temp;flu;temp;flu;1869.802;-1353.455;1195.058;-1874.536
Indium;83.7;157.0;-35.527;32;5;temp;temp;flu;temp;17.437;-156.93;6368.758;106.702
Chromium;94.8;1907.0;814.24;11;21;flu;flu;flu;temp;-2722.731;502.671;657.066;1265.516
Cupronickel;29.0;1200.0;1050.027;13;27;temp;temp;temp;flu;613.122;381.912;1.902;364.582
Potassium;104.0;63.5;-50.608;30;24;flu;temp;flu;temp;4707.504;-137.162;9104.886;-170.701
Aluminum alloy 3003, rolled;190.0;643.0;-123.174;26;4;flu;flu;temp;flu;-1244.5;2504.085;-44.409;314.551
Cadmium;97.5;321.0;-176.598;49;29;temp;temp;flu;flu;-60.102;-64.763;8721.313;-2614.25
Sodium;135.0;97.8;77.005;11;49;temp;flu;flu;flu;-169.0;7600.322;6287.497;-990.252
Thorium;42.0;1750.0;793.066;9;8;flu;temp;temp;flu;4750.346;448.581;966.803;8761.35
Copper - German Silver (Maillechort);24.9;900.0;358.086;34;31;flu;temp;flu;temp;-233.454;-182.814;-4378.882;36.041
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;782.334;46;7;flu;flu;temp;temp;-922.175;764.804;437.898;920.321
Solder 50-50;50.0;183.0;-141.608;19;45;temp;temp;flu;flu;103.83;135.929;-4746.981;2680.76
Copper - Cartridge Brass;120.0;920.0;716.118;44;20;flu;temp;temp;flu;2746.435;681.906;694.353;580.115
Lithium;79.2;180.0;-43.662;42;47;flu;temp;temp;temp;-8259.9;37.714;-51.444;-61.033
Steel - Chrome, 1% Cr;61.0;1480.0;1233.226;22;8;temp;temp;temp;flu;1315.665;-34.966;27.698;8361.225
Cadmium;97.5;321.0;97.459;19;33;temp;flu;temp;flu;-30.489;-6443.941;204.102;9398.382
Copper - Admiralty Brass;111.0;900.0;87.18;35;5;flu;temp;flu;temp;6729.435;686.288;3312.208;600.997
Steel - Carbon, 1% C;43.0;1470.0;207.44;41;15;temp;temp;temp;temp;321.404;1186.44;938.242;1319.276
Magnesium;157.0;650.0;449.322;24;13;flu;flu;flu;temp;-3487.344;7871.595;185.806;78.246
Iridium;148.0;2446.0;190.878;43;27;flu;temp;temp;flu;-9450.005;1347.098;1083.268;8367.972
Beryllium;218.0;1287.0;1233.646;14;8;temp;temp;flu;flu;676.294;553.345;-1481.868;-8683.985
Steel - Carbon, 1% C;43.0;1470.0;263.078;19;38;flu;temp;temp;flu;-9595.347;34.552;40.592;145.765
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;570.42;46;34;temp;flu;flu;temp;470.199;9509.872;-7490.078;-51.124
Lithium;79.2;180.0;45.025;10;13;temp;flu;temp;temp;-51.444;8155.226;-90.96;-96.367
Copper - German Silver (Maillechort);24.9;900.0;547.855;42;8;flu;flu;temp;temp;969.098;169.902;-158.048;762.65
Platinum;71.5;1768.0;20.432;20;47;temp;temp;flu;temp;419.081;1590.907;8074.225;1236.879
Vanadium;31.3;1910.0;51.4;8;1;temp;flu;flu;flu;988.036;7485.687;6868.222;7171.46
Aluminum bronze;70.0;1027.0;483.365;40;10;flu;temp;temp;flu;-4192.543;163.975;255.952;-4341.171
Steel - Manganese, 1% Mn;50.0;1460.0;997.643;38;7;temp;temp;flu;flu;652.832;749.214;1720.889;8543.523
Copper - Brass (Yellow Brass);111.0;920.0;614.418;46;33;temp;temp;temp;flu;907.956;387.851;234.926;-4390.032
Beryllium copper 25;80.0;870.0;856.327;9;34;temp;temp;flu;temp;560.068;819.242;-9498.918;248.506
Silver;428.0;961.0;197.113;28;4;flu;temp;temp;temp;1219.859;56.244;-37.132;192.149
Boron;31.7;2076.0;409.617;31;29;temp;flu;flu;temp;589.4;1981.279;-7638.539;1700.449
Aluminum alloy 3003, rolled;190.0;643.0;8.729;38;37;temp;flu;flu;temp;59.144;-2333.559;1069.369;193.805
Iridium;148.0;2446.0;504.626;37;7;temp;temp;flu;temp;543.543;2094.839;7090.015;276.796
Cadmium;97.5;321.0;5.966;11;15;flu;flu;flu;flu;-92.32;6482.186;-1694.062;-4940.145
Lead;35.5;327.0;161.544;41;39;temp;temp;temp;flu;-68.244;-114.344;53.435;-68.711
Cobalt;104.0;1495.0;471.81;23;4;temp;temp;temp;flu;511.883;1432.823;1185.656;-5869.632
Copper - Cartridge Brass;120.0;920.0;162.768;10;16;temp;flu;flu;temp;137.286;6815.465;-9404.088;528.191
Steel - Hastelloy B;10.0;1390.0;255.057;15;26;temp;temp;temp;temp;956.365;253.307;237.971;293.784
Antimony;25.5;631.0;246.621;30;45;temp;flu;flu;temp;390.103;2869.947;-2404.308;-53.045
Steel - Carbon, 1.5% C;36.0;1480.0;163.764;30;24;flu;flu;flu;temp;-3082.528;719.116;-8160.767;58.369
Copper - Brass (Yellow Brass);111.0;920.0;525.825;38;39;flu;flu;temp;temp;8966.037;-7093.531;670.685;525.157
Nickel;94.0;1455.0;623.888;3;11;flu;temp;flu;temp;6895.466;-33.472;-4188.065;716.759
Cupronickel;29.0;1200.0;49.808;18;1;flu;temp;temp;temp;-5745.286;801.76;324.198;330.473
Steel - Chrome, 5% Cr;40.0;1480.0;603.103;47;5;temp;flu;temp;temp;647.13;7966.071;1431.587;-130.181
Aluminum alloy 360;150.0;575.0;-163.009;37;47;temp;flu;flu;flu;543.568;6706.659;187.811;9509.153
Steel - Carbon, 1.5% C;36.0;1480.0;1421.403;6;22;flu;temp;flu;temp;8469.45;789.401;37.727;407.943
Niobium;53.3;2477.0;1992.849;28;28;flu;flu;temp;temp;-3597.67;1123.211;1063.245;11.729
Aluminum - Duralumin;164.0;650.0;486.17;1;8;flu;temp;temp;temp;8122.098;200.111;-14.694;29.684
Tin;68.2;232.0;-81.31;28;9;temp;temp;flu;flu;205.06;-140.268;-1933.1;7389.458
Platinum;71.5;1768.0;297.611;8;25;flu;flu;flu;flu;-3853.014;7410.878;3917.833;-9578.425
Thorium;42.0;1750.0;1593.839;32;18;flu;flu;flu;temp;2117.447;3496.3;-1310.063;997.148
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;521.74;49;21;temp;temp;flu;flu;147.084;474.176;9760.358;7545.925
Tin;68.2;232.0;117.56;24;47;flu;flu;temp;temp;-6682.034;-3961.077;-53.065;-90.308
Copper;401.0;1085.0;20.077;32;41;flu;flu;flu;flu;6099.965;-66.248;-8170.731;6946.165
Gold;318.0;1064.0;-160.513;28;1;temp;flu;flu;flu;346.16;9151.692;-531.779;-8436.563
Beryllium copper 25;80.0;870.0;281.363;8;38;temp;flu;flu;temp;45.002;6794.676;-1943.824;717.54
Lithium;79.2;180.0;-191.763;46;41;flu;flu;temp;flu;-9809.752;-3661.833;-58.894;6295.308
Aluminum alloy 3003, rolled;190.0;643.0;-149.438;43;29;temp;temp;flu;temp;213.747;451.587;-7179.6;-191.807
Aluminum - Silumin;164.0;577.0;90.987;31;25;flu;flu;flu;temp;5308.93;8995.903;6802.924;-31.569
Antimony;25.5;631.0;297.07;48;31;temp;temp;temp;flu;326.768;436.89;159.245;-1797.819
Selenium;0.52;221.0;-153.861;29;44;temp;temp;flu;temp;205.654;29.084;-170.298;198.08
Steel - Chrome, 10% Cr;31.0;1480.0;1040.867;41;7;temp;flu;flu;flu;1095.822;-4059.842;7569.838;8637.471
Hafnium;23.3;2233.0;588.022;25;21;flu;temp;flu;flu;4407.602;1642.57;3281.908;8161.127
Palladium;75.5;1554.0;1397.619;0;26;temp;flu;temp;temp;1525.656;-7999.988;790.442;1140.542
Steel - Manganese, 1% Mn;50.0;1460.0;878.89;44;15;flu;temp;flu;temp;1601.672;503.854;9608.585;539.221
Steel - Hastelloy C;8.7;1390.0;-90.874;41;37;temp;temp;flu;temp;187.552;40.054;-1681.015;653.074
Nickel;94.0;1455.0;344.929;16;29;temp;temp;temp;flu;269.519;224.798;446.107;6174.472
Copper;401.0;1085.0;729.606;37;46;temp;flu;flu;temp;339.367;-9133.717;-2589.684;716.76
Steel - Nickel, 10% Ni;26.0;1450.0;553.14;6;28;temp;flu;flu;temp;748.023;7421.076;1000.874;321.852
Germanium;66.7;938.0;253.039;27;2;flu;flu;temp;flu;-8059.161;-2247.953;842.533;9918.038
Steel - Manganese, 1% Mn;50.0;1460.0;239.232;1;35;temp;temp;flu;temp;443.231;627.794;4167.654;226.006
Copper - Red Brass;61.0;920.0;164.746;4;29;flu;flu;flu;temp;-9064.584;-8307.763;7138.43;501.442
Aluminum bronze;70.0;1027.0;961.782;18;7;temp;temp;flu;flu;183.992;273.523;9110.601;2663.927
Niobium;53.3;2477.0;1318.193;35;12;temp;temp;temp;temp;1918.099;1556.17;2047.82;1815.194
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1034.538;46;7;temp;flu;flu;flu;816.006;-8050.344;5441.728;5410.118
Copper - Phosphor bronze;50.0;900.0;511.403;0;49;flu;temp;temp;temp;-2269.177;78.383;616.803;517.419
Vanadium;31.3;1910.0;-87.294;9;20;flu;temp;temp;flu;7217.046;1019.753;1786.829;-892.893
Cupronickel;29.0;1200.0;468.567;22;24;flu;temp;temp;temp;-1834.01;503.904;30.346;536.298
Zirconium;23.2;1855.0;504.148;31;6;temp;flu;flu;temp;1584.922;3521.219;-1343.489;165.417
Hafnium;23.3;2233.0;1130.115;0;31;flu;temp;temp;flu;5620.455;1434.492;331.978;2873.798
Aluminum - Silumin;164.0;577.0;-45.201;17;17;flu;temp;temp;flu;-1933.716;219.974;197.55;-3981.391
Copper - Brass (Yellow Brass);111.0;920.0;-113.083;48;17;temp;temp;flu;temp;518.681;260.05;6840.587;39.396
Steel - Stainless, Type 347;14.3;1400.0;-80.938;20;42;temp;flu;flu;temp;660.126;6293.479;-2232.655;1295.111
Chromium;94.8;1907.0;141.697;45;12;flu;flu;flu;temp;303.166;5937.795;9280.305;958.315
Aluminum alloy 360;150.0;575.0;-95.803;46;10;flu;temp;temp;flu;-3183.867;-31.168;236.559;-1104.388
Steel - Nickel, 60% Ni;19.0;1450.0;1339.287;30;21;temp;temp;temp;flu;911.555;311.444;28.916;-8164.411
Steel - Chrome, 10% Cr;31.0;1480.0;504.453;29;31;temp;temp;temp;flu;877.117;673.203;579.799;4181.67
Zirconium;23.2;1855.0;604.112;7;49;flu;temp;temp;flu;-1067.298;606.917;23.101;-891.913
Beryllium;218.0;1287.0;35.916;30;41;flu;temp;temp;temp;-4823.096;1058.816;140.291;896.545
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;29.993;17;35;temp;temp;flu;flu;126.237;346.418;-1733.46;-2351.142
Cobalt;104.0;1495.0;252.673;25;29;flu;temp;temp;temp;9431.724;-33.757;649.411;857.747
Copper - Cartridge Brass;120.0;920.0;604.595;26;26;temp;temp;flu;flu;67.166;117.757;-5435.019;3930.746
Tin;68.2;232.0;187.041;2;46;temp;flu;flu;flu;149.716;4300.814;-4065.306;1643.7
Copper - Admiralty Brass;111.0;900.0;629.319;12;32;flu;temp;flu;temp;6725.311;383.053;6111.698;258.635
Copper - Cartridge Brass;120.0;920.0;343.573;16;5;temp;temp;flu;temp;-139.854;186.346;-8257.33;-142.851
Rhenium;48.6;3180.0;187.088;29;21;flu;flu;temp;temp;-3798.321;5093.613;1448.149;1666.228
Hafnium;23.3;2233.0;223.618;12;31;temp;temp;flu;temp;101.902;953.724;-658.7;1440.695
Rhodium;151.0;1964.0;407.75;20;5;flu;temp;flu;flu;4730.583;378.867;-4926.284;-1499.464
Aluminum alloy 2014, annealed;190.0;507.0;455.615;19;11;temp;temp;flu;temp;-19.558;-129.284;-6211.027;369.856
Steel - Manganese, 1% Mn;50.0;1460.0;766.212;29;48;flu;flu;temp;flu;4584.602;-4109.908;939.296;-1427.299
Aluminum alloy 2014, annealed;190.0;507.0;486.918;26;15;flu;flu;temp;temp;-9162.265;9398.924;304.652;-124.013
Hafnium;23.3;2233.0;1910.54;2;28;temp;temp;temp;flu;1858.665;-22.648;1817.5;-4644.119
Platinum;71.5;1768.0;1478.853;24;6;temp;temp;temp;temp;1257.705;1712.627;325.702;361.521
Nickel;94.0;1455.0;434.342;26;45;temp;flu;temp;temp;252.867;5755.718;1132.215;1369.901
Thorium;42.0;1750.0;1395.682;7;21;temp;flu;flu;temp;1512.523;-9288.256;9113.348;556.365
Magnesium alloy AZ31B;100.0;620.0;134.228;24;43;flu;temp;flu;temp;-8632.501;339.543;9706.277;272.687
Magnesium;157.0;650.0;470.871;1;39;flu;temp;flu;flu;6258.447;-152.885;-4857.189;6527.507
Steel - Stainless, Type 304;14.4;1400.0;283.448;35;19;flu;flu;temp;temp;1496.279;3714.659;737.064;767.104
Zinc;122.0;419.0;-125.56;42;37;flu;flu;temp;temp;6853.962;-2598.88;-153.77;-24.104
Gold;318.0;1064.0;1012.986;36;6;temp;temp;temp;flu;218.488;273.991;270.375;5289.86
Chromium;94.8;1907.0;632.53;35;47;flu;flu;flu;temp;-7038.886;5428.8;2166.974;1069.494
Iron;83.5;1538.0;1451.939;27;1;temp;flu;flu;flu;233.709;-8634.105;5624.452;-1764.745
Tantalum;57.4;3017.0;2515.803;7;7;temp;temp;flu;temp;823.626;413.998;4526.376;2790.177
Zinc;122.0;419.0;-131.18;12;12;temp;temp;flu;flu;97.345;397.933;-4222.46;6943.727
Titanium;22.4;1668.0;1546.527;29;19;flu;flu;temp;temp;2845.68;-43.625;1219.994;1418.258
Antimony;25.5;631.0;97.153;27;4;temp;flu;temp;temp;251.532;7592.763;56.606;201.482
Aluminum bronze;70.0;1027.0;447.846;33;48;temp;temp;flu;temp;826.506;770.749;5392.008;957.726
Molybdenum;139.0;2623.0;919.747;25;31;temp;flu;flu;flu;-93.081;-8281.336;8160.806;-6314.055
Cadmium;97.5;321.0;240.553;40;41;flu;flu;flu;temp;-1584.413;3523.018;8561.731;50.597
Steel - Carbon, 0.5% C;54.0;1460.0;360.73;47;16;temp;temp;temp;flu;1219.068;901.927;1026.158;-1296.305
Silicon;168.0;1414.0;41.58;1;0;temp;flu;temp;flu;324.417;-4603.897;1187.538;4544.699
Magnesium;157.0;650.0;287.864;18;33;temp;flu;flu;flu;540.044;-7587.906;-8478.029;5076.919
Copper - German Silver (Maillechort);24.9;900.0;99.362;20;4;flu;temp;flu;temp;-1512.509;-170.177;-4363.647;246.851
Aluminum bronze;70.0;1027.0;995.255;25;27;flu;temp;temp;flu;3553.731;166.297;379.377;-2764.289
Copper - Red Brass;61.0;920.0;687.111;7;16;temp;flu;temp;temp;861.612;242.399;539.443;291.591
Magnesium alloy AZ31B;100.0;620.0;73.621;32;33;flu;flu;flu;temp;9165.843;-2788.97;41.502;15.233
Zinc;122.0;419.0;321.816;16;25;temp;temp;flu;flu;262.843;-40.451;-7293.836;-6860.696
Copper - Red Brass;61.0;920.0;749.618;6;25;flu;flu;flu;flu;-6491.289;-3632.103;-8965.798;3734.964
Antimony;25.5;631.0;330.174;13;17;temp;flu;flu;flu;-21.115;1399.298;1485.383;724.192
Steel - Chrome, 5% Cr;40.0;1480.0;11.639;9;47;temp;flu;flu;temp;179.02;-6523.989;-7015.315;1016.015
Gold;318.0;1064.0;112.048;11;15;temp;temp;flu;temp;180.5;315.994;9924.699;308.901
Aluminum alloy 360;150.0;575.0;89.608;22;42;flu;temp;temp;temp;-3273.877;74.187;554.094;36.678
Hafnium;23.3;2233.0;369.984;39;18;flu;flu;flu;flu;-8911.298;-2954.477;-5773.087;-239.365
Copper - Red Brass;61.0;920.0;74.714;41;21;flu;flu;temp;temp;3313.03;-5783.525;30.299;-132.098
Magnesium;157.0;650.0;243.597;26;10;temp;temp;flu;temp;279.691;345.484;9766.273;97.805
Indium;83.7;157.0;33.247;30;13;temp;temp;flu;flu;99.792;-53.514;6264.795;6497.355
Steel - Stainless, Type 304;14.4;1400.0;236.794;10;40;temp;temp;flu;temp;1235.996;792.434;4721.965;532.125
Lithium;79.2;180.0;5.21;8;6;flu;flu;flu;temp;9542.121;5776.983;-7784.143;111.51
Aluminum - Duralumin;164.0;650.0;428.869;46;48;flu;temp;temp;temp;-6695.81;29.301;-85.447;-105.745
Steel - Nickel, 20% Ni;19.0;1450.0;1303.854;10;17;flu;temp;flu;temp;-5940.802;-5.469;6914.23;418.323
Copper - Cartridge Brass;120.0;920.0;245.113;40;14;temp;temp;temp;flu;687.231;437.604;105.921;2536.853
Antimony;25.5;631.0;-34.047;14;35;temp;temp;flu;flu;-104.305;503.371;7898.466;7597.408
Aluminum alloy 2014, annealed;190.0;507.0;-141.805;42;10;temp;flu;temp;temp;365.981;-8110.542;33.783;-79.117
Steel - Carbon, 1% C;43.0;1470.0;734.575;17;34;temp;flu;flu;temp;912.555;-1877.587;-8375.036;-4.586
Tin;68.2;232.0;100.895;39;4;temp;temp;flu;temp;-55.797;-35.582;-3051.081;199.632
Beryllium copper 25;80.0;870.0;386.367;30;22;temp;temp;flu;temp;663.937;-177.652;1363.727;-126.669
Steel - Nickel, 40% Ni;10.0;1450.0;25.395;25;5;flu;flu;temp;temp;-9730.618;-5911.208;1038.773;291.916
Steel - Stainless, Type 304;14.4;1400.0;1336.352;3;31;flu;temp;flu;temp;-5706.344;580.931;1241.017;424.192
Palladium;75.5;1554.0;1362.953;36;22;temp;temp;temp;flu;188.54;986.913;1304.074;9794.799
Cadmium;97.5;321.0;181.973;27;30;temp;flu;temp;temp;-142.081;-5863.808;-126.852;-34.92
Osmium;61.0;3033.0;1471.111;23;41;flu;temp;temp;temp;1174.743;1630.945;836.006;823.123
Aluminum alloy 360;150.0;575.0;-79.642;29;10;flu;flu;flu;flu;2203.145;-7409.116;1866.26;-3493.859
Silicon;168.0;1414.0;4.637;3;13;flu;temp;flu;flu;-5269.845;163.183;3246.035;-3882.182
Aluminum - Duralumin;164.0;650.0;-167.135;2;22;temp;flu;flu;temp;-148.151;8956.915;7456.016;615.113
Vanadium;31.3;1910.0;1145.624;21;7;temp;temp;flu;temp;619.88;1112.607;-9703.689;-167.772
Platinum;71.5;1768.0;1329.78;40;17;temp;flu;flu;flu;1405.971;1206.361;9734.925;-1578.869
Rhodium;151.0;1964.0;61.41;1;23;temp;temp;flu;temp;-155.192;718.493;-3357.215;163.815
Magnesium;157.0;650.0;-90.8;23;37;flu;flu;flu;flu;-8548.72;181.636;-1549.416;-407.636
Copper;401.0;1085.0;362.604;6;46;temp;flu;flu;flu;630.605;7453.654;-1943.289;-934.245
Germanium;66.7;938.0;854.797;18;15;flu;temp;flu;temp;1472.615;21.508;6081.878;60.855
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;-27.983;45;40;flu;flu;flu;temp;5812.426;9157.446;9444.191;864.239
Solder 50-50;50.0;183.0;89.604;30;13;temp;flu;temp;temp;-122.723;1123.129;165.347;140.655
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;433.676;27;35;flu;flu;temp;flu;2160.266;7997.059;330.907;-918.535
Hafnium;23.3;2233.0;33.291;13;9;temp;temp;temp;temp;1127.64;1431.114;509.689;1018.754
Hafnium;23.3;2233.0;1287.874;10;30;flu;flu;temp;flu;5204.996;3534.882;2061.479;-8414.427
Silver;428.0;961.0;-144.336;26;13;temp;temp;flu;temp;268.146;497.485;-8939.18;-65.69
Copper - Brass (Yellow Brass);111.0;920.0;-70.704;40;33;temp;flu;flu;temp;-65.544;7824.017;-2059.096;670.521
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1247.958;4;48;temp;temp;temp;flu;390.285;-98.783;324.127;2120.158
Steel - Hastelloy B;10.0;1390.0;1211.186;33;8;temp;flu;flu;temp;-99.831;3348.528;-3137.428;679.454
Cupronickel;29.0;1200.0;190.546;33;36;flu;temp;temp;temp;961.948;-60.234;-160.362;587.89
Steel - Nickel, 10% Ni;26.0;1450.0;1346.104;25;31;flu;temp;flu;temp;4951.674;1027.565;-2671.505;387.472
Magnesium alloy AZ31B;100.0;620.0;-146.485;29;18;temp;flu;temp;temp;279.301;-7061.177;241.889;326.174
Uranium;27.0;1132.0;89.988;25;17;temp;temp;temp;flu;-73.077;676.006;948.175;-2034.931
Silver;428.0;961.0;-169.755;14;35;temp;temp;flu;flu;678.589;717.744;-5810.475;-3978.882
Silicon;168.0;1414.0;653.766;49;38;flu;flu;temp;flu;-4582.884;3314.157;351.948;-7901.469
Magnesium alloy AZ31B;100.0;620.0;242.839;47;38;flu;flu;flu;flu;8961.828;-912.373;2174.993;-4850.024
Niobium;53.3;2477.0;1658.78;20;28;temp;temp;flu;temp;1011.639;1126.395;2661.793;1127.159
Lead;35.5;327.0;-106.304;47;12;flu;flu;temp;flu;7260.697;7271.573;65.294;-7605.295
Steel - Tungsten, 1% W;66.0;1450.0;519.996;14;22;temp;flu;temp;flu;1439.184;-8144.039;1011.465;288.082
Steel - Carbon, 1% C;43.0;1470.0;623.979;28;29;flu;flu;flu;temp;-6399.471;-2118.611;7010.064;762.997
Copper;401.0;1085.0;818.68;27;27;temp;flu;temp;flu;807.044;2646.458;412.677;-1095.505
Beryllium;218.0;1287.0;898.24;29;42;flu;flu;flu;flu;2345.934;1909.601;3355.363;3759.09
Rhenium;48.6;3180.0;2092.979;14;9;flu;temp;flu;temp;-687.337;646.623;4238.494;995.561
Iron;83.5;1538.0;1512.651;12;45;flu;temp;flu;flu;-9833.997;612.629;-9699.665;-7537.313
Copper - Red Brass;61.0;920.0;630.001;16;39;flu;temp;flu;temp;-3294.922;183.763;3126.952;189.685
Magnesium alloy AZ31B;100.0;620.0;310.691;41;24;flu;temp;temp;flu;9030.766;-161.427;425.264;-2565.297
Copper - Red Brass;61.0;920.0;13.243;36;18;flu;flu;flu;temp;3835.546;-3075.232;-9333.926;523.046
Molybdenum;139.0;2623.0;378.03;19;4;flu;temp;temp;temp;2849.643;608.925;-65.032;2414.229
Chromium;94.8;1907.0;1204.037;37;8;temp;flu;flu;flu;1043.269;-7145.932;-2223.541;-5708.583
Aluminum - Silumin;164.0;577.0;-138.762;3;39;flu;temp;flu;temp;4427.145;553.597;577.456;-155.803
Beryllium;218.0;1287.0;184.29;26;30;temp;temp;flu;temp;309.041;632.367;8134.664;532.676
