material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Copper - Admiralty Brass;111.0;900.0;880.627;0;26;flu;temp;temp;flu;-165.263;1.839;647.451;-7681.121
Silicon;168.0;1414.0;-40.759;27;49;temp;temp;temp;temp;800.588;578.596;1087.271;238.997
Zirconium;23.2;1855.0;773.164;16;5;flu;flu;temp;temp;6806.063;-6862.098;1555.612;1270.512
Copper - Cartridge Brass;120.0;920.0;162.768;10;16;temp;flu;flu;temp;137.286;6815.465;-9404.088;528.191
Steel - Carbon, 1% C;43.0;1470.0;301.715;46;21;flu;flu;flu;flu;1823.958;8274.318;-5540.52;-1101.109
Cobalt;104.0;1495.0;-47.36;6;26;flu;flu;temp;temp;-9796.898;-2232.637;-129.673;384.529
Copper - Red Brass;61.0;920.0;630.001;16;39;flu;temp;flu;temp;-3294.922;183.763;3126.952;189.685
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;216.324;4;27;flu;flu;temp;temp;-9345.349;-4925.008;183.853;173.523
Rhenium;48.6;3180.0;2092.979;14;9;flu;temp;flu;temp;-687.337;646.623;4238.494;995.561
Gold;318.0;1064.0;-185.571;46;28;flu;temp;flu;flu;-9429.407;321.279;2885.586;1754.108
Chromium;94.8;1907.0;824.982;31;6;temp;flu;temp;temp;781.56;-5762.925;1741.948;1223.676
Tin;68.2;232.0;-165.864;7;10;temp;temp;temp;temp;48.957;213.233;103.294;27.118
Solder 50-50;50.0;183.0;-120.602;7;21;temp;flu;temp;flu;-34.199;-3460.765;-33.388;5031.239
Palladium;75.5;1554.0;298.719;44;21;flu;flu;temp;temp;5923.529;6869.013;401.707;910.808
Tin;68.2;232.0;-130.034;1;28;flu;temp;temp;flu;6039.644;77.09;-55.9;-7061.847
Steel - Carbon, 1% C;43.0;1470.0;373.847;17;3;temp;temp;flu;flu;987.18;502.818;3640.304;330.254
Zirconium;23.2;1855.0;-160.222;49;49;temp;temp;temp;flu;28.622;254.945;-160.304;-4866.44
Steel - Carbon, 1% C;43.0;1470.0;207.44;41;15;temp;temp;temp;temp;321.404;1186.44;938.242;1319.276
Germanium;66.7;938.0;47.795;49;24;flu;temp;temp;temp;-4619.885;873.045;241.743;586.576
Aluminum alloy 2014, annealed;190.0;507.0;43.92;12;0;temp;flu;temp;flu;-41.013;6395.922;474.309;-4875.963
Nickel;94.0;1455.0;-0.753;45;7;temp;temp;flu;temp;-1.034;769.153;3966.046;-53.844
Copper - Admiralty Brass;111.0;900.0;305.185;34;12;flu;temp;temp;flu;-1138.109;-55.268;886.045;4622.701
Sodium;135.0;97.8;-153.771;0;14;temp;temp;temp;temp;47.132;-8.305;-173.431;-14.928
Rubidium;58.3;39.3;-11.639;1;48;temp;temp;flu;temp;-140.82;-107.954;-1062.628;-112.412
Lithium;79.2;180.0;-2.222;31;23;temp;flu;flu;flu;149.807;1712.861;-8960.459;-3902.125
Steel - Carbon, 0.5% C;54.0;1460.0;198.548;33;38;temp;flu;temp;temp;-67.887;7860.106;726.676;309.577
Aluminum;236.0;660.0;286.802;47;30;flu;flu;flu;temp;8461.43;5754.095;-6914.184;21.079
Monel;26.0;1300.0;658.366;17;24;temp;temp;flu;temp;512.311;866.244;5223.888;608.328
Aluminum - Silumin;164.0;577.0;336.346;31;49;temp;temp;temp;temp;-163.996;285.283;376.14;-107.594
Beryllium copper 25;80.0;870.0;27.608;48;20;temp;flu;flu;temp;820.761;1534.912;-9378.876;757.601
Nickel;94.0;1455.0;721.379;7;33;flu;flu;temp;temp;4240.425;13.683;1092.74;-108.711
Copper - Red Brass;61.0;920.0;185.632;19;16;flu;temp;temp;flu;-3167.653;62.398;383.637;-7081.956
Steel - Hastelloy B;10.0;1390.0;459.732;40;20;temp;temp;temp;flu;677.306;150.92;200.204;-150.12
Copper;401.0;1085.0;953.944;39;47;flu;temp;temp;flu;-382.137;232.008;914.823;9903.821
Steel - Carbon, 1% C;43.0;1470.0;1281.623;40;7;temp;temp;temp;temp;921.454;918.471;601.817;-171.925
Monel;26.0;1300.0;963.718;10;21;temp;flu;flu;temp;1061.154;3959.533;-3746.544;210.31
Steel - Hastelloy B;10.0;1390.0;833.49;4;3;temp;flu;flu;temp;577.721;3917.597;702.44;135.448
Magnesium;157.0;650.0;230.954;4;2;flu;temp;flu;temp;79.426;221.295;5939.498;-94.6
Steel - Nickel Chrome, 80% Ni, 15% Cr;17.0;1400.0;822.003;45;15;flu;flu;temp;temp;-9582.657;369.473;660.095;247.484
Zinc;122.0;419.0;149.967;35;26;temp;flu;temp;flu;-88.25;3586.901;226.256;-6580.011
Uranium;27.0;1132.0;642.56;14;14;flu;temp;flu;temp;-3871.347;804.765;-5078.908;702.557
Palladium;75.5;1554.0;-126.282;4;48;temp;temp;temp;flu;149.582;472.042;1360.452;-8247.278
Aluminum bronze;70.0;1027.0;-34.894;31;13;temp;flu;flu;temp;702.299;667.44;-2813.832;-88.984
Aluminum alloy 360;150.0;575.0;-79.642;29;10;flu;flu;flu;flu;2203.145;-7409.116;1866.26;-3493.859
Zirconium;23.2;1855.0;504.148;31;6;temp;flu;flu;temp;1584.922;3521.219;-1343.489;165.417
Titanium;22.4;1668.0;419.719;16;16;flu;temp;flu;flu;-2650.86;617.209;3733.517;159.741
Copper - Cartridge Brass;120.0;920.0;898.038;12;14;temp;temp;temp;flu;795.084;809.553;94.79;-2617.831
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;15.445;30;26;temp;flu;temp;temp;397.051;7649.173;26.654;742.981
Beryllium;218.0;1287.0;35.916;30;41;flu;temp;temp;temp;-4823.096;1058.816;140.291;896.545
Iron;83.5;1538.0;1512.651;12;45;flu;temp;flu;flu;-9833.997;612.629;-9699.665;-7537.313
Silicon;168.0;1414.0;189.989;16;24;flu;flu;temp;temp;-4379.286;-9249.919;989.793;173.539
Lead;35.5;327.0;-79.299;29;13;temp;temp;temp;flu;187.42;31.984;197.029;-5521.917
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;96.673;42;0;flu;flu;temp;flu;-754.056;4389.713;105.929;-6619.88
Uranium;27.0;1132.0;526.16;20;33;temp;flu;temp;temp;1035.16;5887.701;447.921;1091.521
Zinc;122.0;419.0;1.317;23;6;flu;flu;temp;temp;-5345.321;-2624.298;269.618;-191.593
Cupronickel;29.0;1200.0;-114.341;29;42;temp;temp;flu;flu;497.901;1176.381;-58.66;498.092
Silver;428.0;961.0;662.258;41;14;flu;flu;flu;temp;1248.784;-6102.487;1637.875;-128.081
Steel - Chrome, 5% Cr;40.0;1480.0;894.236;47;13;flu;temp;temp;flu;7723.151;186.516;748.846;-8656.967
Cadmium;97.5;321.0;-141.179;27;7;temp;flu;temp;flu;32.251;6719.501;-133.872;-2075.274
Sodium;135.0;97.8;-140.119;35;40;flu;temp;flu;temp;-356.233;-91.906;-6029.38;-131.989
Steel - Stainless, Type 304;14.4;1400.0;915.506;14;38;temp;temp;temp;temp;-43.94;912.693;-171.623;142.32
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;1182.404;23;31;temp;temp;temp;temp;177.064;737.192;846.261;171.382
Steel - Chrome, 10% Cr;31.0;1480.0;1170.172;36;12;temp;temp;flu;temp;830.139;1285.889;1016.085;630.574
Mercury;28.9;-39.0;-180.574;9;6;temp;temp;flu;temp;-190.624;-183.572;3143.777;-157.608
Copper - Brass (Yellow Brass);111.0;920.0;545.824;44;18;flu;temp;flu;temp;7753.516;527.418;5035.612;-3.29
Zirconium;23.2;1855.0;411.608;25;45;flu;temp;flu;temp;360.358;1198.627;-5191.489;587.043
Palladium;75.5;1554.0;1279.086;11;12;flu;temp;temp;temp;-3579.299;740.777;-147.426;463.059
Monel;26.0;1300.0;-51.37;1;37;temp;flu;temp;temp;774.311;4373.702;602.501;913.966
Germanium;66.7;938.0;50.717;35;23;flu;temp;temp;flu;9901.01;892.612;258.618;-4078.087
Aluminum alloy 360;150.0;575.0;414.081;15;14;temp;temp;flu;flu;253.988;68.672;2795.02;-8552.669
Indium;83.7;157.0;33.247;30;13;temp;temp;flu;flu;99.792;-53.514;6264.795;6497.355
Copper - Red Brass;61.0;920.0;74.714;41;21;flu;flu;temp;temp;3313.03;-5783.525;30.299;-132.098
Steel - Carbon, 0.5% C;54.0;1460.0;1146.276;43;19;flu;temp;temp;flu;7747.194;362.163;-136.398;-5926.92
Steel - Manganese, 1% Mn;50.0;1460.0;637.7;39;13;flu;flu;flu;temp;8603.001;-9794.356;5077.414;857.643
Rubidium;58.3;39.3;-56.148;26;22;temp;temp;temp;temp;-150.424;-48.387;-96.821;-168.475
Molybdenum;139.0;2623.0;919.747;25;31;temp;flu;flu;flu;-93.081;-8281.336;8160.806;-6314.055
Steel - Carbon, 1.5% C;36.0;1480.0;1415.843;14;39;temp;temp;temp;temp;595.011;-29.881;148.415;331.426
Indium;83.7;157.0;107.019;9;12;flu;temp;temp;temp;-8065.471;43.141;13.362;-149.106
Copper - German Silver (Maillechort);24.9;900.0;369.579;33;2;temp;flu;temp;temp;381.203;6320.099;552.465;271.569
Incoloy;12.0;1390.0;1331.618;48;49;temp;temp;flu;temp;490.758;498.097;-1452.441;642.66
Aluminum - Duralumin;164.0;650.0;360.78;46;27;flu;temp;temp;flu;-9123.78;-154.717;635.86;9939.583
Chromium;94.8;1907.0;1005.361;31;31;temp;flu;temp;flu;370.834;6103.114;86.153;-8077.285
Steel - Nickel, 10% Ni;26.0;1450.0;347.476;36;41;temp;flu;temp;temp;433.032;8454.324;594.185;1226.496
Copper - Brass (Yellow Brass);111.0;920.0;-70.704;40;33;temp;flu;flu;temp;-65.544;7824.017;-2059.096;670.521
Cadmium;97.5;321.0;-190.294;40;3;flu;flu;temp;flu;4659.603;-2408.125;3.784;-334.922
Iridium;148.0;2446.0;190.878;43;27;flu;temp;temp;flu;-9450.005;1347.098;1083.268;8367.972
Steel - Tungsten, 1% W;66.0;1450.0;-190.571;46;6;temp;temp;flu;temp;790.994;83.833;5020.375;1297.193
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;148.912;7;38;temp;temp;temp;flu;-53.661;851.283;841.971;-7812.568
Steel - Hastelloy B;10.0;1390.0;454.923;6;44;flu;temp;flu;temp;1884.947;1243.107;-1690.621;609.39
Rhenium;48.6;3180.0;2850.354;1;43;flu;temp;flu;flu;2178.615;2781.908;-8249.236;8010.485
Lithium;79.2;180.0;-43.662;42;47;flu;temp;temp;temp;-8259.9;37.714;-51.444;-61.033
Antimony;25.5;631.0;330.174;13;17;temp;flu;flu;flu;-21.115;1399.298;1485.383;724.192
Cobalt;104.0;1495.0;821.646;3;1;temp;temp;temp;flu;431.505;-128.034;326.794;-7563.375
Steel - Nickel, 10% Ni;26.0;1450.0;1174.022;13;11;flu;temp;temp;temp;3032.492;160.403;939.004;1276.125
Iron;83.5;1538.0;1150.849;29;19;temp;flu;temp;flu;445.719;2985.544;900.357;-7981.422
Zirconium;23.2;1855.0;1735.683;13;0;temp;flu;temp;flu;1743.779;-9325.293;667.152;-5282.859
Magnesium;157.0;650.0;-104.505;38;1;temp;temp;temp;temp;-131.795;480.037;543.665;541.008
Aluminum alloy 360;150.0;575.0;-20.872;46;20;temp;temp;flu;flu;385.09;2.951;2368.422;-9818.411
Magnesium alloy AZ31B;100.0;620.0;77.917;48;2;flu;flu;flu;temp;-7472.703;-214.539;-6930.436;540.007
Magnesium alloy AZ31B;100.0;620.0;356.133;10;33;flu;flu;temp;temp;-5857.293;1015.444;-147.363;516.897
Beryllium copper 25;80.0;870.0;774.021;24;24;temp;temp;flu;flu;414.594;-36.56;2033.707;-4289.317
Cobalt;104.0;1495.0;146.588;44;18;temp;temp;temp;flu;704.846;982.139;1465.314;-4139.561
Hafnium;23.3;2233.0;588.022;25;21;flu;temp;flu;flu;4407.602;1642.57;3281.908;8161.127
Lead;35.5;327.0;-106.304;47;12;flu;flu;temp;flu;7260.697;7271.573;65.294;-7605.295
Steel - Carbon, 1.5% C;36.0;1480.0;163.764;30;24;flu;flu;flu;temp;-3082.528;719.116;-8160.767;58.369
Chromium;94.8;1907.0;830.915;34;6;temp;flu;flu;temp;415.636;-3879.799;1924.699;148.101
Steel - Nickel, 40% Ni;10.0;1450.0;284.888;18;31;temp;temp;temp;temp;1420.586;544.486;1084.215;872.916
Silver;428.0;961.0;-2.982;40;16;temp;temp;temp;flu;64.516;662.154;235.587;-5648.596
Copper - Red Brass;61.0;920.0;-22.392;43;22;flu;temp;temp;flu;1559.815;380.895;878.189;2581.16
Aluminum;236.0;660.0;-0.872;23;18;temp;temp;temp;temp;191.278;224.444;523.863;562.173
Steel - Chrome, 5% Cr;40.0;1480.0;726.674;12;6;flu;flu;temp;flu;9783.563;6627.053;87.394;5710.786
Tantalum;57.4;3017.0;531.603;36;17;flu;flu;flu;temp;-1464.203;7116.566;3697.751;2490.141
Copper - German Silver (Maillechort);24.9;900.0;358.086;34;31;flu;temp;flu;temp;-233.454;-182.814;-4378.882;36.041
Titanium;22.4;1668.0;1546.527;29;19;flu;flu;temp;temp;2845.68;-43.625;1219.994;1418.258
Aluminum - Duralumin;164.0;650.0;-56.977;33;24;flu;temp;temp;temp;-5144.519;527.383;448.907;370.951
Copper - Phosphor bronze;50.0;900.0;607.399;17;20;temp;flu;temp;temp;307.213;3616.948;-119.751;663.372
Aluminum - Silumin;164.0;577.0;-183.184;3;27;flu;flu;flu;temp;5085.443;-3281.93;-6121.573;94.52
Silicon;168.0;1414.0;4.637;3;13;flu;temp;flu;flu;-5269.845;163.183;3246.035;-3882.182
Cadmium;97.5;321.0;-26.191;24;33;temp;temp;temp;temp;208.7;280.769;61.033;39.844
Steel - Chrome, 5% Cr;40.0;1480.0;11.639;9;47;temp;flu;flu;temp;179.02;-6523.989;-7015.315;1016.015
Osmium;61.0;3033.0;1458.352;41;39;flu;flu;temp;flu;-2911.974;-1232.848;-44.448;-7444.788
Steel - Nickel, 40% Ni;10.0;1450.0;277.191;41;47;temp;temp;flu;flu;894.363;304.623;1329.88;-3202.178
Aluminum bronze;70.0;1027.0;447.846;33;48;temp;temp;flu;temp;826.506;770.749;5392.008;957.726
Steel - Hastelloy C;8.7;1390.0;1075.815;40;40;flu;temp;flu;temp;3682.855;216.084;-9165.384;941.385
Hastelloy C;12.0;1390.0;825.022;28;15;temp;temp;temp;flu;464.238;1329.593;872.761;-5880.207
Steel - Carbon, 1.5% C;36.0;1480.0;611.496;7;5;flu;temp;temp;flu;3731.084;772.94;1073.927;6466.661
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;809.822;45;26;flu;flu;temp;flu;-3387.185;-8852.001;608.476;6035.552
Hafnium;23.3;2233.0;-86.414;18;31;flu;temp;flu;temp;-6387.421;165.764;-2003.561;1024.188
Copper - Red Brass;61.0;920.0;-185.923;26;35;flu;temp;flu;temp;-7745.078;28.507;-6782.893;678.935
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;483.206;28;25;temp;flu;temp;temp;1008.696;457.879;842.627;716.602
Tungsten;182.0;3422.0;-60.395;37;11;temp;temp;temp;flu;3227.934;868.722;3120.993;1209.154
Aluminum alloy 2014, annealed;190.0;507.0;486.918;26;15;flu;flu;temp;temp;-9162.265;9398.924;304.652;-124.013
Steel - Chrome, 10% Cr;31.0;1480.0;163.144;44;7;temp;flu;flu;flu;702.597;-8826.848;900.52;7774.413
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;805.346;28;0;temp;temp;temp;temp;616.348;379.071;193.587;122.151
Boron;31.7;2076.0;954.993;20;19;flu;flu;temp;temp;-4244.491;8942.679;1684.823;-34.9
Steel - Nickel, 60% Ni;19.0;1450.0;1233.486;39;11;flu;temp;flu;temp;-4611.566;1200.932;258.267;326.976
Platinum;71.5;1768.0;1329.78;40;17;temp;flu;flu;flu;1405.971;1206.361;9734.925;-1578.869
Tin;68.2;232.0;-87.074;37;40;temp;temp;temp;flu;-165.592;202.06;211.22;-247.247
Steel - Nickel, 40% Ni;10.0;1450.0;-131.516;25;46;flu;flu;temp;flu;-1787.504;2871.803;-153.086;1645.112
Cadmium;97.5;321.0;150.059;14;32;flu;temp;temp;temp;-390.895;-158.246;64.758;52.508
Cupronickel;29.0;1200.0;970.386;44;33;flu;temp;flu;temp;9903.281;907.132;-7523.786;238.36
Hafnium;23.3;2233.0;2049.077;32;36;temp;flu;temp;temp;2119.904;4164.383;680.166;200.435
Zirconium;23.2;1855.0;604.112;7;49;flu;temp;temp;flu;-1067.298;606.917;23.101;-891.913
Copper - Cartridge Brass;120.0;920.0;386.049;8;32;flu;temp;temp;flu;-5273.924;246.956;226.131;1953.362
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;698.103;33;4;temp;temp;flu;flu;275.331;-147.312;8970.593;8689.928
Aluminum alloy 3003, rolled;190.0;643.0;8.729;38;37;temp;flu;flu;temp;59.144;-2333.559;1069.369;193.805
Copper - Red Brass;61.0;920.0;687.111;7;16;temp;flu;temp;temp;861.612;242.399;539.443;291.591
Monel;26.0;1300.0;876.75;21;48;flu;flu;temp;flu;-1499.926;9906.95;448.551;9420.33
Aluminum bronze;70.0;1027.0;961.782;18;7;temp;temp;flu;flu;183.992;273.523;9110.601;2663.927
Hafnium;23.3;2233.0;1012.049;47;40;temp;temp;flu;flu;248.505;457.01;4214.806;-7091.625
Beryllium;218.0;1287.0;0.242;7;39;flu;flu;flu;temp;-4434.751;-7995.365;3857.957;1116.481
Silver;428.0;961.0;719.975;29;17;flu;flu;flu;temp;-9615.457;9269.513;8225.215;259.83
Cobalt;104.0;1495.0;252.673;25;29;flu;temp;temp;temp;9431.724;-33.757;649.411;857.747
Aluminum alloy 2014, annealed;190.0;507.0;455.615;19;11;temp;temp;flu;temp;-19.558;-129.284;-6211.027;369.856
Aluminum alloy 360;150.0;575.0;-63.39;0;29;flu;flu;flu;flu;-4871.119;-8198.578;9068.534;-8809.198
Copper - Admiralty Brass;111.0;900.0;123.884;43;25;flu;temp;flu;temp;-77.618;802.58;7091.252;-115.635
Steel - Tungsten, 1% W;66.0;1450.0;454.188;40;48;flu;flu;flu;temp;-7876.775;-9660.72;7352.195;1071.785
Copper - Red Brass;61.0;920.0;13.243;36;18;flu;flu;flu;temp;3835.546;-3075.232;-9333.926;523.046
Steel - Chrome, 10% Cr;31.0;1480.0;1040.867;41;7;temp;flu;flu;flu;1095.822;-4059.842;7569.838;8637.471
Iron;83.5;1538.0;1221.503;38;44;flu;temp;temp;temp;2078.453;1449.786;1270.776;202.945
Zinc;122.0;419.0;-182.716;46;32;flu;temp;temp;flu;-7635.777;-157.373;63.314;-5184.463
Silver;428.0;961.0;805.469;3;35;temp;flu;temp;temp;779.371;-1433.723;884.198;830.234
Steel - Nickel, 60% Ni;19.0;1450.0;788.035;2;25;temp;temp;temp;temp;513.709;1299.382;301.574;800.004
Silver;428.0;961.0;161.383;3;15;flu;flu;flu;temp;-206.042;-337.472;-3178.519;612.937
Lithium;79.2;180.0;-169.857;5;49;flu;temp;flu;flu;-4952.471;-109.508;8088.581;-3752.215
Platinum;71.5;1768.0;433.099;49;37;flu;temp;flu;temp;-5396.317;789.325;4852.33;475.279
Osmium;61.0;3033.0;2759.518;43;28;temp;flu;flu;flu;1515.712;7940.436;-6565.082;7846.505
Aluminum - Duralumin;164.0;650.0;18.55;7;39;flu;temp;flu;temp;921.661;335.786;-5067.131;79.312
Zinc;122.0;419.0;-145.65;5;15;flu;flu;temp;temp;9041.241;8007.542;373.991;-136.346
Steel - Nickel, 20% Ni;19.0;1450.0;637.606;4;17;temp;flu;temp;flu;1195.235;9274.684;548.519;9698.549
Aluminum alloy 360;150.0;575.0;453.78;11;1;flu;temp;flu;temp;2315.212;316.007;-4046.517;-131.595
Cadmium;97.5;321.0;-14.518;49;49;temp;flu;flu;temp;59.22;-2605.612;-8882.395;160.318
Silicon;168.0;1414.0;1131.713;23;21;flu;flu;flu;temp;9009.194;8069.954;6392.979;1093.554
Cupronickel;29.0;1200.0;-7.65;46;44;flu;temp;temp;flu;3165.818;322.237;203.365;271.649
Lithium;79.2;180.0;107.91;15;40;flu;temp;temp;flu;4785.204;18.444;12.415;4290.057
Uranium;27.0;1132.0;532.65;15;1;temp;flu;temp;temp;1062.056;-407.894;389.041;430.856
Bismuth;8.2;271.0;231.836;24;46;temp;temp;temp;temp;-130.595;243.949;170.565;107.172
Thorium;42.0;1750.0;1309.034;36;27;flu;flu;flu;flu;-6190.997;3868.883;-5277.615;895.532
Molybdenum;139.0;2623.0;-49.341;16;37;temp;temp;temp;temp;769.593;2610.222;171.5;1693.074
Aluminum - Silumin;164.0;577.0;524.555;13;35;temp;flu;flu;temp;-110.341;2764.672;-1729.569;189.29
Rhodium;151.0;1964.0;1109.134;14;38;temp;flu;flu;flu;1912.874;7760.311;1332.725;3730.494
Zinc;122.0;419.0;289.177;15;0;temp;flu;temp;flu;263.409;7145.714;363.537;250.459
Cupronickel;29.0;1200.0;554.636;43;9;flu;flu;flu;flu;-8600.136;-7190.962;2831.035;6118.876
Hastelloy C;12.0;1390.0;1192.999;17;23;flu;temp;flu;flu;-5614.634;87.935;-5311.982;1664.634
Silicon;168.0;1414.0;653.766;49;38;flu;flu;temp;flu;-4582.884;3314.157;351.948;-7901.469
Aluminum;236.0;660.0;-24.23;43;17;temp;temp;flu;flu;-91.235;486.891;-8194.472;9521.436
Titanium;22.4;1668.0;242.152;38;47;temp;flu;temp;temp;676.695;1820.54;141.189;406.121
Selenium;0.52;221.0;-63.966;45;25;temp;temp;temp;temp;-119.88;-122.403;67.079;78.125
Magnesium;157.0;650.0;470.871;1;39;flu;temp;flu;flu;6258.447;-152.885;-4857.189;6527.507
Iron;83.5;1538.0;1451.939;27;1;temp;flu;flu;flu;233.709;-8634.105;5624.452;-1764.745
Steel - Chrome, 1% Cr;61.0;1480.0;1289.888;22;48;flu;temp;temp;temp;959.98;1301.428;1153.495;1323.854
Chromium;94.8;1907.0;390.406;44;34;temp;flu;flu;flu;773.225;-145.093;4459.843;-882.101
Tantalum;57.4;3017.0;2752.488;38;34;temp;temp;temp;flu;1290.185;882.933;2459.991;-6137.959
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;690.165;7;39;temp;flu;flu;temp;370.341;6365.319;-1066.309;195.884
Sodium;135.0;97.8;-14.764;7;8;temp;temp;temp;flu;48.195;-68.865;-13.285;-8487.358
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;425.914;13;9;temp;temp;flu;temp;287.935;614.73;1793.448;1375.495
Silver;428.0;961.0;865.979;14;45;temp;flu;temp;temp;678.944;-1655.814;-40.113;279.15
Copper;401.0;1085.0;82.81;2;31;flu;temp;flu;flu;-6160.527;293.924;-1899.306;6742.425
Lithium;79.2;180.0;70.09;13;38;temp;flu;flu;temp;-175.746;9160.051;-5949.112;-132.2
Silicon;168.0;1414.0;41.58;1;0;temp;flu;temp;flu;324.417;-4603.897;1187.538;4544.699
Silver;428.0;961.0;868.284;41;16;flu;temp;temp;flu;6118.927;571.49;384.961;0.046
Steel - Stainless, Type 347;14.3;1400.0;99.136;9;10;temp;temp;flu;temp;718.234;412.506;-9887.923;1206.611
Cobalt;104.0;1495.0;1422.553;20;18;flu;temp;flu;temp;6355.411;202.081;7351.563;1404.984
Iridium;148.0;2446.0;1895.777;36;1;flu;temp;temp;flu;-9305.29;256.272;2012.35;9455.919
Iridium;148.0;2446.0;1598.236;6;49;temp;temp;flu;flu;356.575;1340.637;480.777;-3655.649
Silicon;168.0;1414.0;57.029;19;5;temp;temp;flu;flu;1142.549;1071.611;-8645.687;436.209
Potassium;104.0;63.5;-102.847;11;2;flu;flu;temp;temp;-836.56;4911.572;-52.89;-147.413
Copper - Red Brass;61.0;920.0;70.006;14;36;temp;flu;temp;temp;884.932;-6852.619;771.673;203.619
Zinc;122.0;419.0;267.131;22;40;flu;temp;flu;flu;8925.736;192.564;4306.331;-7287.031
Tin;68.2;232.0;187.041;2;46;temp;flu;flu;flu;149.716;4300.814;-4065.306;1643.7
Potassium;104.0;63.5;-50.608;30;24;flu;temp;flu;temp;4707.504;-137.162;9104.886;-170.701
Hafnium;23.3;2233.0;369.984;39;18;flu;flu;flu;flu;-8911.298;-2954.477;-5773.087;-239.365
Iron;83.5;1538.0;-188.522;15;42;flu;temp;flu;flu;-665.563;232.335;-9521.12;261.795
Magnesium alloy AZ31B;100.0;620.0;134.228;24;43;flu;temp;flu;temp;-8632.501;339.543;9706.277;272.687
Hafnium;23.3;2233.0;1688.946;42;9;temp;temp;temp;flu;465.659;603.86;1483.313;-5669.909
Cesium;36.1;28.5;-21.54;13;8;temp;temp;flu;temp;-29.783;-45.078;-5205.367;-76.464
Aluminum alloy 3003, rolled;190.0;643.0;111.885;43;2;flu;flu;temp;flu;2578.807;9499.913;395.414;868.478
Copper - Phosphor bronze;50.0;900.0;446.174;45;46;temp;temp;temp;flu;15.676;-20.672;506.436;6176.125
Magnesium alloy AZ31B;100.0;620.0;310.691;41;24;flu;temp;temp;flu;9030.766;-161.427;425.264;-2565.297
Lithium;79.2;180.0;-68.456;2;40;temp;flu;flu;flu;-73.133;7083.168;-9195.285;-7585.196
Aluminum alloy 2014, annealed;190.0;507.0;-184.59;4;0;flu;flu;temp;temp;-2439.97;7732.7;267.45;-46.75
Zinc;122.0;419.0;24.964;25;3;flu;flu;temp;flu;8028.291;-177.811;221.932;-7134.682
Aluminum alloy 2014, annealed;190.0;507.0;100.295;33;17;flu;temp;temp;temp;-9907.168;19.539;-142.524;374.308
Palladium;75.5;1554.0;1273.285;5;38;temp;flu;temp;temp;1489.062;5643.557;-69.825;1446.11
Silver;428.0;961.0;847.089;14;33;temp;flu;temp;temp;709.009;5886.645;641.638;751.215
Steel - Carbon, 1.5% C;36.0;1480.0;-11.378;32;4;temp;temp;temp;temp;66.623;579.88;1438.232;1200.346
Nickel;94.0;1455.0;1177.074;24;27;flu;flu;flu;flu;-3492.958;-4100.714;8130.105;-932.022
Lead;35.5;327.0;54.737;5;13;temp;flu;temp;flu;241.422;-9699.76;-77.28;1780.868
Copper - Admiralty Brass;111.0;900.0;629.319;12;32;flu;temp;flu;temp;6725.311;383.053;6111.698;258.635
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;124.263;2;8;temp;temp;flu;flu;834.739;-37.818;9202.429;7378.286
Steel - Hastelloy B;10.0;1390.0;950.141;12;12;temp;temp;flu;temp;951.151;931.549;-396.573;356.591
Rubidium;58.3;39.3;-21.208;36;3;flu;flu;temp;temp;840.936;489.119;-111.155;-162.801
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;521.74;49;21;temp;temp;flu;flu;147.084;474.176;9760.358;7545.925
Solder 50-50;50.0;183.0;-141.608;19;45;temp;temp;flu;flu;103.83;135.929;-4746.981;2680.76
Steel - Stainless, Type 347;14.3;1400.0;973.262;3;40;temp;flu;temp;temp;61.607;1150.783;851.074;-121.074
Silicon;168.0;1414.0;1323.376;20;47;temp;flu;flu;flu;816.387;-3377.127;766.491;-851.563
Magnesium alloy AZ31B;100.0;620.0;242.839;47;38;flu;flu;flu;flu;8961.828;-912.373;2174.993;-4850.024
Cupronickel;29.0;1200.0;190.546;33;36;flu;temp;temp;temp;961.948;-60.234;-160.362;587.89
Palladium;75.5;1554.0;-27.472;8;17;flu;flu;temp;temp;-4276.501;3908.416;-43.889;119.822
Cadmium;97.5;321.0;-11.265;24;8;temp;temp;flu;flu;-13.449;-123.03;-7545.331;-7136.169
Magnesium;157.0;650.0;48.452;15;34;temp;temp;temp;flu;266.756;-161.729;359.542;2515.926
